Symbols,Genes ,b05 Neutrophil1 Exp2,b07 Neutrophil3 Exp2,b10 Monocyte1 Exp2,b11 Monocyte2 Exp2,a01 brain microglia1 Exp1 m,a02 brain microglia2 Exp1 m,a06 peritoneum Mac1 Exp1 m,a07 peritoneum Mac2 Exp1 m,b08 Spleen Mac1 Exp2,b09 Spleen Mac2 Exp2,b04 Kupffer Exp2,b15 Kupffer2 Exp2,a12 LI Mac2 Exp1 m,a13 LI Mac3 Exp1 m,a10 SI Mac3 Exp1 m,a11 SI Mac4 Exp1 m,b02 lung Exp2,b17 lung mac2 Exp2
DCTN2,NM_027151,208.0672891,191.224307,86.09581492,88.99589973,84.56526547,117.733027,81.90102442,55.96658528,95.67957306,105.1793529,99.80186358,113.0510653,142.6550311,116.3249793,115.1466694,113.5012669,134.6433679,136.159312
WASL,NM_001167745,15.15721974,19.78182486,7.6719043,5.370442225,4.698070304,23.17579271,20.16025216,23.46985834,17.93991995,27.75566258,56.13854826,51.47861008,3.536901597,39.55049295,19.0974964,6.637500991,27.18152497,48.70739617
AA960436,NM_133954,73.03024055,59.34547459,41.76925674,41.42912574,3.758456243,0.927031708,28.98036249,13.54030289,32.88985324,49.66802777,19.75245217,12.11261414,20.04244239,13.37737261,11.79551248,10.62000159,30.97429589,22.13972553
CDK10,NM_194446,31.00340401,21.9798054,30.26140029,25.70140208,23.49035152,23.63930857,46.62058313,26.17791892,77.73965311,46.74637908,67.05437709,13.12199865,32.42159798,30.53530705,28.92709013,20.24437802,44.88112262,73.6145874
MACROD2,NM_001013802,0,0,0,0,0,0,3.150039401,0,0,0,0,0,0,0,0.280845535,0,0,0
THNSL1,NM_177588,0,0,0,0.767206032,0,0,5.040063041,0,1.993324439,4.382473039,0,1.009384511,0,4.071374274,3.931837493,8.628751288,1.896385463,1.106986277
PLCB1,NM_001145830,0,0,2.557301433,4.603236193,0,0,23.94029944,4.513434296,0,0,0,0,2.357934398,0.581624896,3.370146423,0.663750099,8.217670339,3.32095883
HMGA1,NM_001166537,50.29441095,14.6532036,137.8101328,197.4276856,66.08618894,54.54036551,47.46059364,21.363589,61.62694723,76.69327818,87.1533635,36.67430391,158.1780992,112.8352299,105.7851516,71.46376067,132.6416277,88.92789756
SGTA,NM_024499,117.1239707,120.8889297,92.91528541,101.2711962,102.4179326,121.4411538,117.1814657,121.862726,193.3524706,147.543259,169.4552475,101.9478357,140.2970967,125.6309776,110.0914498,106.863766,140.9646527,160.5130101
MTX3,NM_001162945,0,0,1.704867622,3.836030161,0,0.927031708,1.26001576,0,0.996662219,10.22577042,1.039602746,0,0,5.816248963,0,1.327500198,0.632128488,0
2010107G12RIK,NM_001025573,0,0,0,0,0,0,0,0,0,0,1.039602746,0,10.61070479,0.581624896,14.60396783,1.327500198,0,0
ATP6V1B2,NM_007509,125.3915451,171.4424822,190.0927399,184.8966537,29.12803588,56.54893422,95.76119778,83.04719105,72.75634201,77.42369035,85.24742514,136.266909,76.63286795,71.53986224,74.1432213,57.74625862,180.7887475,120.6615042
ITGAD,NM_001029872,8.267574402,2.19798054,5.967036677,3.068824129,0,0,0,0,260.1288392,295.0865179,8.316821965,3.028153534,0,0.290812448,0,0.33187505,0.316064244,2.767465692
BTBD3,NM_001025431,0,0,0,0,0,10.19734879,0,0,4.983311097,0,4.158410982,0,0,0,1.123382141,1.659375248,0,0
IPMK,NM_027184,11.02343254,24.17778594,30.6876172,24.55059303,3.758456243,14.83250734,22.68028368,15.34567661,12.95660885,18.9907165,5.198013728,8.075076091,16.50554079,6.979498755,10.11043927,13.27500198,30.97429589,21.03273926
DSE,NM_172508,2.755858134,0,6.819470489,4.603236193,11.27536873,13.90547563,21.42026792,26.17791892,32.88985324,14.60824346,29.10887688,62.58183971,24.75831118,23.26499585,35.94822851,32.52375486,11.37831278,35.42356085
PDGFRB,NM_001146268,0,4.395961081,0,1.534412064,0,0,0,0,2.989986658,11.68659477,0,3.028153534,0,1.163249793,1.685073211,11.94750178,0,0
WDR5,NM_080848,22.04686507,30.77172757,22.58949599,16.11132667,5.167877334,9.733832939,3.780047281,12.63761603,10.4649533,18.26030433,12.47523295,18.67361346,18.86347519,10.17843568,9.548748198,13.93875208,27.18152497,4.427945107
6330503K22RIK,NM_182995,0,0,0,0,0,0,0,0,0,0,0,0,3.536901597,1.163249793,0,0,0,0
AGPAT6,NM_018743,26.18065227,41.76163027,35.80222006,50.63559812,64.83337019,43.5704903,27.72034673,56.86927214,61.7930576,67.19791993,46.78212355,43.40353399,68.38009755,48.27486639,62.34770882,49.78125743,35.39919531,54.24232756
TXNL1,NM_016792,68.89645335,54.94951351,78.42391062,132.7266436,50.73915928,96.41129768,98.2812293,89.36599907,59.79973316,42.36390604,74.85139768,59.55368617,88.42253994,85.49885975,103.912848,70.3575105,85.33734583,121.7684904
ATP2B2,NM_009723,0,0,0,0.767206032,0,1.854063417,1.26001576,0,3.986648877,0,1.039602746,1.009384511,0,0,1.685073211,3.982500595,0,0
ZFP687,NM_030074,194.2879985,195.6202681,31.54005101,49.86839209,53.55800146,28.73798296,27.72034673,56.86927214,56.8097465,100.7968799,34.3068906,61.5724552,24.75831118,37.80561826,48.30543206,52.43625783,43.61686565,55.34931383
SQRDL,NM_001162503,826.7574402,881.3901967,183.2732694,177.9917995,211.4131637,159.4494539,238.1429787,295.178603,61.7930576,52.58967646,85.24742514,121.1261414,137.9391623,123.304478,63.47109096,50.44500753,90.39437373,87.45191586
PIK3C2B,NM_001099276,4.133787201,3.296970811,0,0,4.228263273,5.562190251,0,0,0,0,0,1.009384511,1.178967199,1.454062241,1.404227676,0.663750099,0,0.553493138
WHSC1L1,NM_001001735,31.69236854,59.34547459,38.3595215,33.75706541,31.94687806,6.489221959,35.28044129,27.98329264,10.96328441,10.22577042,23.91086315,17.15953669,23.57934398,27.91799502,24.15271603,22.56750337,36.66345228,7.748903937
IPPK,NM_199056,0,6.593941621,1.704867622,0,1.879228121,3.708126834,0,5.416121156,0.996662219,1.460824346,3.118808237,3.028153534,3.536901597,5.234624066,3.370146423,0.663750099,6.321284877,1.106986277
4933407L21RIK,NR_037692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123382141,0,0,0
TPM1,NM_024427,19.29100694,21.9798054,18.75354384,9.973678418,20.67150934,18.54063417,69.30086681,26.17791892,32.88985324,39.44225735,14.55443844,17.15953669,68.38009755,54.67274025,50.55219634,42.48000634,9.481927315,9.96287649
ARVCF,NM_033474,0,6.593941621,0.852433811,0.767206032,36.64494837,63.96518788,12.6001576,13.54030289,15.94659551,51.12885212,5.198013728,11.10322963,4.715868797,5.234624066,3.370146423,7.30125109,3.792770926,0
FOXA3,NM_008260,0,0,0,0,0,0,0,0,0,0,0,0,8.252770394,2.326499585,2.246764282,0.663750099,0,0
DNTTIP1,NM_133763,101.966751,103.3050854,57.11306534,37.59309557,50.73915928,48.20564884,40.32050433,40.62090867,58.80307094,86.18863643,50.94053453,50.46922557,43.62178637,41.87699253,28.64624459,28.54125426,39.19196623,26.56767064
NLRX1,NM_001163743,107.4784672,125.2848908,41.76925674,42.19633177,16.91305309,22.248761,0,9.929555452,10.96328441,18.9907165,21.83165766,31.29091985,20.04244239,14.54062241,11.23382141,12.61125188,76.48754701,128.4104081
FBXO36,NM_025386,0,0,2.557301433,2.301618096,6.577298425,9.270317085,0,0,1.993324439,0,6.237616473,5.046922557,4.715868797,4.65299917,0.56169107,0.663750099,2.528513951,0
FAM161B,NM_172581,0,0,0,0.063933836,0,1.938339027,5.040063041,1.805373719,0,0,0,0,0,1.163249793,0.56169107,2.07421906,0.632128488,0
RYK,NM_001042607,4.133787201,0,0,0,17.85266715,20.39469759,32.76040977,20.76179776,6.976635535,16.06906781,31.18808237,10.09384511,11.78967199,6.397873859,6.178601775,8.628751288,3.160642438,0
RNF138,NM_207623,24.80272321,8.791922162,11.08163954,9.206472386,15.97343903,10.19734879,11.34014184,9.026868593,7.973297755,8.764946077,3.118808237,5.046922557,19.45295879,17.44874689,23.31017942,12.94312693,17.06746917,21.03273926
FOLR2,NM_008035,9.645503469,15.38586378,3.409735244,0.767206032,0,0,0,7.221494874,15.94659551,5.843297385,1171.632294,445.1385695,50.69558956,194.2627154,3.370146423,11.28375168,3.792770926,0
EMR1,NM_010130,19.29100694,26.37576649,129.5699393,95.13354798,239.6015855,484.8375835,1534.699196,1333.268491,470.4245675,390.0401004,585.2963458,802.4606866,674.3692379,697.9498755,548.7721758,811.7663712,141.5967812,105.1636963
PDE9A,NM_008804,2.755858134,0,0,0,0.46980703,0.927031708,0,0,0.124582777,1.704295071,7.797020592,0.120417801,4.715868797,5.375875827,14.04227676,5.310000793,3.160642438,0
NDE1,NM_023317,44.09373015,68.13739675,44.32655818,42.19633177,41.34301867,33.3731415,16.38020488,8.124181734,22.92323104,35.05978431,14.55443844,22.20645925,28.29521278,30.24449461,37.07161065,23.89500357,28.44578194,30.99561575
SLAMF7,NM_144539,2.755858134,0,10.22920573,11.50809048,0,0,0,0,2.989986658,0,15.59404118,10.09384511,127.3284575,150.6408481,65.71785524,138.0600206,0.632128488,4.427945107
PPP3R1,NM_024459,77.16402776,52.75153297,17.90111003,32.22265335,39.46379055,39.86236346,52.92066193,36.10747437,62.78971982,55.51132516,30.14847962,15.14076767,34.19004878,51.18299087,41.00344814,33.18750495,24.65301102,78.59602565
CAPRIN1,NM_001111291,5.511716268,13.18788324,16.19624241,8.439266353,0,0,16.38020488,8.124181734,33.88651546,18.9907165,17.67324667,7.06569158,9.431737593,22.10174606,42.12683028,19.91250297,36.0313238,12.17684904
ABCB7,NM_009592,5.511716268,2.19798054,14.49137479,13.80970858,0.939614061,3.708126834,16.38020488,1.805373719,0.996662219,4.382473039,5.198013728,3.028153534,4.715868797,6.979498755,10.11043927,5.973750892,1.896385463,2.213972553
CBFB,NM_001161458,17.91307787,28.57374703,74.16174156,75.95339718,57.3164577,53.76783909,54.18067769,59.57733271,20.92990661,16.06906781,24.95046589,28.26276632,50.69558956,31.4077444,49.99050527,71.0212606,34.76706682,45.38643734
D19WSU162E,NM_146099,154.3280555,96.71114378,54.55576391,54.47162828,93.02179201,115.8789636,160.0220016,172.4131901,90.69626196,81.80616339,128.9107405,134.24814,61.30629436,58.74411452,57.85418026,101.5537652,72.06264759,56.45630011
SPOCK1,NM_001166464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123382141,0,0,0
SLC2A5,NM_019741,0,0,0,0,373.0267821,655.4114179,0,12.63761603,0,0,0,0,2.357934398,0.581624896,2.246764282,0,0,0
1810055G02RIK,NM_028077,77.16402776,83.52326054,5.967036677,2.301618096,4.698070304,3.708126834,21.42026792,0.902686859,0,8.764946077,0,0,12.96863919,4.071374274,3.370146423,1.327500198,4.424899414,0
ZFX,NM_011768,4.133787201,6.593941621,9.376771922,5.370442225,5.637684364,11.1243805,0,13.54030289,4.983311097,5.843297385,6.237616473,5.046922557,17.68450799,9.30599834,5.616910704,9.956251486,5.057027901,1.106986277
PAPOLA,NM_011112,31.69236854,26.37576649,31.1138341,30.30463827,38.05436946,35.69072078,65.52081953,60.02867614,33.38818435,16.79947998,20.27225354,48.45045655,38.90591757,31.11693195,48.30543206,42.48000634,20.86024009,16.60479415
EIF5,NM_173363,194.0583436,164.1158804,123.0346134,69.9436166,59.19568583,38.16280533,34.23042815,47.2406123,132.3899648,118.8137135,94.9503841,100.0972974,58.16238183,30.63224454,68.99438649,56.30813341,121.0526054,106.8241757
SLC31A1,NM_175090,6.889645335,28.57374703,15.3438086,19.94735684,18.79228121,19.46766588,5.040063041,34.30210065,4.983311097,0,3.118808237,9.084460603,16.50554079,27.33637012,19.65918747,25.22250377,0.632128488,4.427945107
AK129341,NM_001045524,0,0,0,0,0.939614061,0,0,0,0,0,0,0,0,0,1.685073211,0,0,0
TCF25,NM_025804,162.5956299,87.91922162,49.44116104,47.56677399,36.64494837,51.91377567,51.66064617,56.86927214,158.4692929,277.5566258,240.1482342,150.3982922,55.41145836,58.74411452,126.9421819,74.3400111,240.8409538,224.7182142
MNAT1,NM_008612,11.02343254,8.791922162,23.0157129,20.71456287,20.67150934,9.270317085,32.76040977,21.66448462,13.95327107,14.60824346,13.51483569,8.075076091,29.47417998,19.19362158,15.1656589,24.55875367,19.59598312,3.32095883
N/A,NR_027809,1.377929067,8.791922162,5.114602866,14.57691461,15.97343903,9.270317085,0,0.902686859,11.95994663,13.14741912,20.79205491,28.26276632,15.32657359,15.7038722,23.02933389,36.50625545,2.528513951,1.106986277
PRSS22,NM_133731,0,0,0,0,0,0,0,0,0,0,0,0,1.178967199,1.163249793,2.246764282,1.991250297,0.632128488,0
HNRNPC,NM_001170982,125.3915451,142.502405,158.2685443,143.5953957,77.04835298,92.70317085,99.54124506,128.7833253,112.4567204,127.5786596,85.76722651,54.84322512,178.6135307,177.4925308,148.0055971,154.100648,151.710837,125.8274401
PAX2,NM_011037,0,0,0,0,0,0,1.26001576,0,0,0,0,0,0,0,0,0,0,0
BC065397,NR_033324,0,0,1.704867622,1.534412064,17.85266715,4.635158542,0,9.929555452,3.986648877,8.764946077,1.039602746,9.084460603,11.78967199,2.326499585,9.548748198,2.655000396,0,4.427945107
CNOT4,NM_016877,4.133787201,0,7.6719043,7.672060321,31.94687806,25.02985613,8.820110322,18.05373719,7.973297755,5.843297385,4.158410982,16.15015218,2.357934398,3.489749378,6.178601775,13.93875208,3.160642438,7.748903937
2310067B10RIK,NM_028014,4.133787201,4.395961081,5.967036677,3.836030161,0,0,1.26001576,0.902686859,4.983311097,0,4.158410982,2.018769023,0,2.326499585,3.370146423,0.663750099,3.792770926,7.748903937
TNPO3,NM_177296,117.1239707,153.8586378,82.68607967,98.20237211,92.08217795,102.9005196,191.5223956,171.5105033,166.4425906,222.0453006,150.7423981,122.1355259,83.70667114,73.28473693,110.0914498,77.65876159,127.057826,171.5828729
DMKN,NM_001166173,0,0,4.262169055,0.767206032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAG9,NM_001199204,6.889645335,13.18788324,6.819470489,2.301618096,10.33575467,22.248761,8.820110322,10.83224231,3.986648877,8.841831569,6.237616473,8.075076091,2.357934398,4.65299917,5.167557848,1.991250297,3.792770926,7.748903937
CASP6,NM_009811,9.645503469,2.19798054,23.86814671,16.87853271,45.10147492,49.13268055,20.16025216,48.7450904,19.93324439,5.843297385,16.63364393,7.06569158,44.80075357,45.94836681,43.81190349,32.52375486,9.481927315,25.46068436
PIGC,NM_001039045,37.20408481,41.76163027,40.91682293,32.98985938,82.68603734,59.33002934,16.38020488,34.30210065,27.90654214,16.06906781,30.14847962,35.3284579,29.47417998,19.19362158,31.45469994,27.21375406,20.2281116,11.06986277
FBXO30,NM_001168297,6.889645335,24.17778594,6.819470489,0.767206032,3.758456243,4.635158542,12.6001576,5.416121156,7.973297755,10.22577042,22.8712604,16.15015218,2.357934398,6.397873859,8.987057127,25.88625386,7.585541852,53.13534128
CHCHD7,NM_001190322,16.5351488,21.9798054,20.45841147,23.01618096,28.18842182,4.635158542,15.12018912,53.2585247,20.92990661,27.75566258,33.26728786,9.084460603,27.11624558,37.22399336,49.4288142,38.49750575,47.40963657,13.28383532
ARF5,NM_007480,136.4149776,125.2848908,107.4066602,102.0384023,30.06764994,37.08126834,97.02121354,93.87943337,121.5927908,169.4556242,96.68305534,56.52553264,73.09596635,91.89673361,72.45814809,90.93376358,104.933329,104.05671
APH1C,NM_026674,7.578609869,6.593941621,0.852433811,0.767206032,0,0,2.52003152,2.708060578,4.484979987,3.652060866,0.519801373,6.056307068,0,1.744874689,2.246764282,1.659375248,0.316064244,6.64191766
CIRBP,NM_007705,23.42479414,8.791922162,10.22920573,10.74088445,24.42996558,28.73798296,22.68028368,9.026868593,12.95660885,17.52989215,18.71284942,19.17830572,17.68450799,16.2854971,19.65918747,21.90375327,9.481927315,9.96287649
IKBKG,NM_001136067,6.889645335,6.593941621,5.967036677,3.068824129,6.577298425,4.635158542,0,11.73492917,2.989986658,2.921648692,6.237616473,0,7.073803195,10.46924813,5.616910704,6.637500991,5.689156389,0
SH3GL1,NM_013664,59.25094988,65.93941621,24.72058052,37.59309557,39.46379055,23.17579271,31.50039401,20.76179776,49.83311097,89.11028512,28.06927413,22.20645925,10.61070479,13.95899751,7.301983916,16.59375248,37.29558077,9.96287649
RBM26,NM_134077,68.89645335,46.15759135,27.27788195,29.92103525,71.41066862,104.7545831,56.70070921,57.77195899,62.78971982,49.66802777,47.8217263,76.71322287,12.96863919,37.80561826,51.11388741,47.12625704,29.07791043,57.56328639
MID1IP1,NM_026524,249.4051611,237.3818984,79.27634443,60.60927654,124.029056,159.4494539,89.46111898,94.78212023,31.89319102,46.74637908,36.3860961,37.34722692,35.36901597,60.48898921,23.02933389,29.20500436,38.55983775,16.60479415
NUP93,NM_172410,4.133787201,0,11.08163954,13.80970858,3.758456243,5.562190251,3.780047281,4.513434296,5.979973316,7.304121731,7.277219219,10.09384511,24.75831118,5.816248963,8.425366057,8.628751288,4.424899414,6.64191766
OXT,NM_011025,0,0,0,0,0,0,0,0,0,0,0,0,1.178967199,0,0,0,0,0
GM10069,NR_028593,0,0,0,0,0,0,0,0,0,0,0,0,1.178967199,0,0,0.663750099,0,0
A330049M08RIK,NM_001168500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264256975,0
CACNB4,NM_146123,0,0,0,0,0,0,0,2.708060578,2.989986658,1.460824346,0,0,1.178967199,0,0,0,0,0
PORCN,NM_023638,0,0,0,0,1.879228121,7.416253668,0,0.902686859,0,0,2.079205491,1.009384511,0,4.65299917,1.685073211,1.991250297,6.953413364,5.534931383
CCDC47,NM_026009,25.49168774,37.36566919,5.114602866,6.137648257,35.23552728,32.4461098,21.42026792,17.15105033,17.93991995,27.02525041,33.26728786,39.8706882,12.96863919,15.7038722,14.88481337,10.28812654,25.28513951,27.12116378
YWHAZ,NM_011740,80.60885042,58.24648432,37.08087078,57.54045241,61.54472098,38.4718159,80.01100078,94.3307768,41.3614821,46.01596691,29.62867825,28.26276632,56.00094196,76.48367386,57.29248919,39.4931309,47.40963657,64.75869719
USP32,NM_001029934,39.95994294,32.96970811,10.22920573,6.904854289,1.879228121,22.248761,17.64022064,33.39941379,20.92990661,8.764946077,3.118808237,24.22522827,11.78967199,6.397873859,16.85073211,17.92125268,5.057027901,26.56767064
OGG1,NM_010957,12.4013616,6.593941621,4.262169055,3.836030161,6.577298425,10.19734879,0,17.15105033,7.973297755,11.68659477,12.47523295,8.075076091,2.357934398,15.1222473,12.91889462,7.30125109,5.689156389,0
IKBKG,NM_001161424,6.889645335,6.593941621,5.967036677,3.068824129,6.577298425,4.635158542,0,11.73492917,2.989986658,2.921648692,6.237616473,0,7.073803195,10.46924813,5.616910704,6.637500991,5.689156389,0
TSPYL4,NM_030203,8.267574402,4.395961081,4.262169055,1.534412064,0,0,0,15.34567661,0.996662219,2.921648692,0,1.009384511,0,0.581624896,0,0.663750099,0.632128488,22.13972553
N4BP1,NM_030563,191.5321403,118.6909492,41.76925674,62.91089463,92.08217795,172.4278978,32.76040977,46.03702982,11.95994663,42.36390604,33.26728786,39.36599595,47.15868797,54.67274025,49.4288142,40.48875604,70.16626213,94.09383352
CLGN,NM_009904,1.377929067,0,0,0,0,3.708126834,0,0,0.996662219,0,0,0,1.178967199,0,0,0,0,0
WDR73,NM_028026,15.15721974,19.78182486,14.49137479,36.82588954,37.58456243,35.22720492,6.300078801,26.17791892,26.90987992,16.06906781,24.95046589,37.34722692,11.78967199,28.49961992,30.3313178,27.87750416,17.69959765,6.64191766
APTX,NM_001025444,0,0,0.852433811,0,4.698070304,2.781095125,0,8.124181734,1.993324439,10.22577042,1.039602746,5.046922557,0,0.581624896,1.123382141,0,0,7.748903937
VPS41,NM_172120,22.04686507,57.14749405,30.6876172,33.75706541,46.98070304,59.33002934,42.84053585,48.7450904,83.71962642,96.41440685,79.00980866,94.88214407,63.66422875,69.21336266,71.89645702,81.64126219,49.30602204,42.06547851
FJX1,NM_010218,0,2.19798054,0,0,0,0,0,0,4.983311097,4.382473039,0,0,0,0,0,3.982500595,1.264256975,0
ST5,NM_001001326,0,0,0,0.767206032,32.88649213,29.66501467,0,5.416121156,3.986648877,10.22577042,9.35642471,21.19707474,24.75831118,11.63249793,5.055219634,22.56750337,8.849798827,0
A830010M20RIK,NM_001168557,0,0,0,0,0,0,1.26001576,0,0,0,0,0,0,0,0.56169107,0,0,0
NDFIP1,NM_022996,159.8397718,201.1152195,75.44039228,79.02222131,220.8093043,311.482654,200.3425059,261.3278458,206.8074105,173.107685,148.6631926,278.5901252,172.1292111,216.3644614,136.7717757,170.2519004,88.18192403,76.38205309
COPA,NM_009938,112.9901835,167.0465211,156.8478212,166.483709,64.83337019,114.0249001,93.24116626,84.85256477,109.6328441,116.8659477,48.86132904,113.0510653,120.2546543,116.9066041,106.1596123,118.8112677,120.1044127,102.9497237
SCARNA6,NR_028519,0,4.395961081,0,0,5.637684364,0,0,0,0,0,0,0,2.357934398,0,1.685073211,0,2.528513951,0
RAPGEF3,NM_144850,8.267574402,0,0,0,0,0,1.26001576,0,6.976635535,5.843297385,1.039602746,10.09384511,0,1.163249793,1.123382141,6.637500991,5.689156389,0
RSPO1,NM_138683,2.755858134,0,34.09735244,34.52427145,16.91305309,4.635158542,0,0,22.92323104,18.9907165,0,0,5.894835996,1.744874689,1.123382141,3.318750495,0.632128488,0
CD81,NM_133655,78.54195682,107.7010465,0.852433811,2.301618096,1366.198844,1751.162897,100.8012608,139.0137763,281.0587459,392.9617491,378.4153994,187.7455191,598.9153372,781.7038606,810.5202147,874.8226306,137.8040103,139.4802709
